claims|valeur|predicted
A Japanese department store once created a Christmas display featuring a smiling Santa Claus nailed to a cross.|Mixed|Mixed
The Titanic went to a watery grave carrying a cursed mummy in its hold.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Man dressed as superhero knocks himself unconscious after tying his wife to the bed.|Mixed|False
Bodies of workmen are entombed in Hoover Dam.|False|False
The 'middle finger salute' is derived from the defiant gestures of English archers whose fingers had been severed by the French at the Battle of Agincourt.|False|False
A man turns to bid his unusual hitchhiker goodbye and discovers that she has disappeared from the car. He later learns that his mysterious passenger had died several years earlier.|Mixed|False
An aircraft carrier unknowingly attempted to bully a lighthouse into moving out of its way.|False|Mixed
A student, stressed to the breaking point by the pressures of exams, committed suicide during a test by shoving pencils up his nostrils and into his brain.|Mixed|Mixed
The nationality of Kato, the Green Hornet's valet, was abruptly changed after the beginning of World War II.|Mixed|False
The father of Alexander Fleming, the discoverer of penicillin, saved a young Winston Churchill from drowning; in gratitude Churchill's father paid for Fleming's education.|False|Mixed
Farmer mistakes the inscription found on a banded bird for cooking instructions.|Mixed|Mixed
A cuckolded husband presented his wife with the head of her lover.|True|False
A woman mistakenly used her daughter's glitter spray instead of feminine deodorant in preparation for a visit to the gynecologist.|Mixed|Mixed
The mayonnaise oozing from a chicken sandwich turned out to be pus from a tumor in the chicken.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Rhythmically coughing during a heart attack increases your chances of surviving it.|Mixed|False
Looking for a gap between an object and its reflection is a way to distinguish two-way mirrors from ordinary mirrors.|Mixed|False
Dihydrogen monoxide is a dangerous chemical that should be banned.|False|False
People have been buried alive by mistake.|True|Mixed
An attempted abduction of a child from a mall or amusement park was thwarted because the kidnappers forgot to change the child's shoes.|False|Mixed
The shape of the Coca-Cola bottle was mistakenly based on the cacao tree seed pod.|Mixed|False
Coca-Cola became a carbonated drink when a soda jerk accidentally mixed Coca-Cola syrup with soda water.|False|Mixed
Coca-Cola halted production of its flagship beverage in 1985 and introduced New Coke in its place as a marketing ploy to combat declining market share and rekindle interest in the original drink.|False|Mixed
The number on a sample Social Security card distributed in wallets sold through Woolworth stores was used by thousands of people.|True|Mixed
The Chevrolet Nova sold poorly in Spanish-speaking countries because its name translates as "doesn't go" in Spanish.|False|Mixed
The author of 'Alice in Wonderland' prankishly sent an admiring Queen Victoria a copy of one of his mathematics texts.|False|False
A special property of the equinox allows eggs (or brooms) to be balanced on their ends that day.|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A machine-shop worker tore his scrotum in a piece of machinery and then stapled it back together.|True|Mixed
Films are routinely made for entertainment purposes in which participants are murdered on camera.|False|False
Dr. Seuss wrote the classic children's book 'Green Eggs and Ham' after being challenged to produce a book using no more than fifty different words.|True|Mixed
An old lady pulls a gun on men she finds sitting in her car and forces them out . . . only to discover once they decamp that it's not her car.|Mixed|False
A hidden image of a topless woman appears in the home video version of Disney's 'The Rescuers.'|True|False
Kotex were first manufactured as bandages during World War I.|True|False
The number of hooves lifted into the air on equestrian statues reveals how the riders died.|False|Mixed
Cinderella's slippers were made of fur in the original version of the fairy tale, but they became glass slippers as the result of a mistranslation.|False|Mixed
The red dot on a Hindu woman's forehead is nothing more than an indicator of her marital status.|False|Mixed
A few years after a couple of kids used a made-up name to sign up for a free yearly ice cream cone, they received a Selective Service registration notice for their non-existent friend.|True|Mixed
A gas-siphoning thief got a mouthful he'll never forget when he tried to drain the wrong tank on an RV.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
In the "dueling pianos" scene of Who Framed Roger Rabbit, Donald Duck calls Daffy Duck the 'n-word.'|False|Mixed
The term "Immaculate Conception" refers to the conception of Jesus by the Virgin Mary.|False|Mixed
The protective ghosts of little children killed at a railway crossing push stalled cars off the tracks.|Mixed|Mixed
The U.S. government grants tax holidays to certain favored groups of immigrants and provides them with free housing, new cars, and clothing allowances.|False|Mixed
Prospective new gang members are being initiated by killing the drivers of cars who flash their headlights at them.|False|False
The ghost of a disappointed lover haunts the Toys 'R' Us store in Sunnyvale, California.|Mixed|Mixed
Responding to pressure from religious groups, Alabama's state legislature redefined the value of pi from "3.14159..." to "3" in order to bring it in line with Biblical precepts.|False|Mixed
Janet Reno provided her definition of a 'cultist' during a '60 Minutes' interview in 1994.|False|Mixed
A photograph shows the aftermath of a grisly tug-of-war contest in which two men lost their arms.|True|False
Neil Armstrong cryptically uttered "Good luck, Mr. Gorsky" as he first stepped onto the moon|False|False
A woman was embarrassed to find her exotic foreign medallion bore an inscription identifying her as a prostitute.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Richard Gere was taken to a hospital emergency room to have a gerbil removed from his rectum.|False|False
Prostitutes can safely challenge johns with the question "Are you a cop?" because law enforcement officers must answer truthfully.|False|Mixed
A stranger who stopped to change a tire on a disabled limo was rewarded for his efforts when the vehicle's passenger, Donald Trump, paid off his mortgage.|False|False
John Lennon deliberately chose the song title Lucy in the Sky with Diamonds because the initial letters of key words form the acrostic "LSD".|False|False
Bill Clinton has quietly done away with several dozen people who possessed incriminating evidence about him.|False|False
A journalism professor who promises at the beginning of the semester that he will never give an unannounced test surprises his class one day with a pop quiz. Over the students' protests, the instructor points out that he had run an ad in that morning's local paper announcing the test.|Mixed|False
The charred remains of a scuba diver were discovered in a tree after a forest fire.|False|False
The visual appearance of Tinker Bell in Disney's 1953 animated version of  Peter Pan was modeled after Marilyn Monroe.|False|False
The film "Song of the South" has never been released on home video in the USA.|True|False
A stuntman was killed during the filming of the chariot race scene in the 1959 version of 'Ben-Hur' and that his death was left in the final cut.|False|False
The ghostly image of a boy who died in the home where Three Men and a Baby was filmed can be seen in the finished movie.|False|False
The mortal remains of Charlie Chaplin were abducted and held for ransom.|True|Mixed
